"Gate実行ID","候補ID","正規エクスポージャーID","エクスポージャー群ID","取引手段ID","シンボル","取引所またはVenue","Broker","資産クラス","リスク群","代替グループID","最終Gate分類","HardGate状態","G1日本Broker利用可否","G2_API注文口座","G3_LongShort","G4契約仕様","G5_50万円資金適合","G5_75万円資金適合","G5_100万円資金適合","G6流動性スプレッド","G7データ可否費用","G8運用リスク","G9規制税務","G10_Biasデータ完全性","最小数量1N円リスク","二Nストップ損失円","ギャップストレス損失円","四Unit理論ストップ損失円","不足している重要情報","必要証拠ID一覧","Gate理由","計算版","基準日","確認日時","確認者ロール","レビューメモ"
"GTE-P06-20260802-0001","CAN-EXP-REBUILT-064-JP089-IBSJ","EXP-REBUILT-064","CLU-EXP-REBUILT-064","VEH-JP089","JP089","ICEUS","Interactive Brokers Securities Japan Inc.","環境・電力","再構成リスク群","PG-環境・電力","証拠不足","証拠不足","証拠不足","プラットフォーム確認済み・銘柄単位は未確認","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","","","","","N/ATR;現在価格;契約倍率;ティックサイズ;最小数量;当初証拠金;維持証拠金;手数料;スプレッド;データ費用;銘柄単位の日本居住者利用可否","EVD-P04-0001;EVD-P04-0002","不適格確定ではなく、重要数値と利用可否の証拠が不足しているため保留","P06-v0.1-日本語再構成","2026-08-02","2026-08-02T15:44:17.6495541+09:00","実行可能性・資金Gate分析者","日本語化時に再構成。公式証拠で再確認が必要"
"GTE-P06-20260802-0001","CAN-EXP-REBUILT-065-JP090-IBSJ","EXP-REBUILT-065","CLU-EXP-REBUILT-065","VEH-JP090","JP090","ICEEU","Interactive Brokers Securities Japan Inc.","金属","再構成リスク群","PG-金属","証拠不足","証拠不足","証拠不足","プラットフォーム確認済み・銘柄単位は未確認","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","","","","","N/ATR;現在価格;契約倍率;ティックサイズ;最小数量;当初証拠金;維持証拠金;手数料;スプレッド;データ費用;銘柄単位の日本居住者利用可否","EVD-P04-0001;EVD-P04-0002","不適格確定ではなく、重要数値と利用可否の証拠が不足しているため保留","P06-v0.1-日本語再構成","2026-08-02","2026-08-02T15:44:17.6495541+09:00","実行可能性・資金Gate分析者","日本語化時に再構成。公式証拠で再確認が必要"
"GTE-P06-20260802-0001","CAN-EXP-REBUILT-066-JP091-IBSJ","EXP-REBUILT-066","CLU-EXP-REBUILT-066","VEH-JP091","JP091","OSE","Interactive Brokers Securities Japan Inc.","穀物・油糧種子","再構成リスク群","PG-穀物・油糧種子","証拠不足","証拠不足","証拠不足","プラットフォーム確認済み・銘柄単位は未確認","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","","","","","N/ATR;現在価格;契約倍率;ティックサイズ;最小数量;当初証拠金;維持証拠金;手数料;スプレッド;データ費用;銘柄単位の日本居住者利用可否","EVD-P04-0001;EVD-P04-0002","不適格確定ではなく、重要数値と利用可否の証拠が不足しているため保留","P06-v0.1-日本語再構成","2026-08-02","2026-08-02T15:44:17.6495541+09:00","実行可能性・資金Gate分析者","日本語化時に再構成。公式証拠で再確認が必要"
"GTE-P06-20260802-0001","CAN-EXP-REBUILT-067-JP092-IBSJ","EXP-REBUILT-067","CLU-EXP-REBUILT-067","VEH-JP092","JP092","TOCOM","Interactive Brokers Securities Japan Inc.","畜産","再構成リスク群","PG-畜産","証拠不足","証拠不足","証拠不足","プラットフォーム確認済み・銘柄単位は未確認","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","","","","","N/ATR;現在価格;契約倍率;ティックサイズ;最小数量;当初証拠金;維持証拠金;手数料;スプレッド;データ費用;銘柄単位の日本居住者利用可否","EVD-P04-0001;EVD-P04-0002","不適格確定ではなく、重要数値と利用可否の証拠が不足しているため保留","P06-v0.1-日本語再構成","2026-08-02","2026-08-02T15:44:17.6495541+09:00","実行可能性・資金Gate分析者","日本語化時に再構成。公式証拠で再確認が必要"
"GTE-P06-20260802-0001","CAN-EXP-REBUILT-068-JP093-IBSJ","EXP-REBUILT-068","CLU-EXP-REBUILT-068","VEH-JP093","JP093","EUREX","Interactive Brokers Securities Japan Inc.","暗号資産","再構成リスク群","PG-暗号資産","証拠不足","証拠不足","証拠不足","プラットフォーム確認済み・銘柄単位は未確認","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","","","","","N/ATR;現在価格;契約倍率;ティックサイズ;最小数量;当初証拠金;維持証拠金;手数料;スプレッド;データ費用;銘柄単位の日本居住者利用可否","EVD-P04-0001;EVD-P04-0002","不適格確定ではなく、重要数値と利用可否の証拠が不足しているため保留","P06-v0.1-日本語再構成","2026-08-02","2026-08-02T15:44:17.6495541+09:00","実行可能性・資金Gate分析者","日本語化時に再構成。公式証拠で再確認が必要"
"GTE-P06-20260802-0001","CAN-EXP-REBUILT-069-JP094-IBSJ","EXP-REBUILT-069","CLU-EXP-REBUILT-069","VEH-JP094","JP094","SGX","Interactive Brokers Securities Japan Inc.","ソフトコモディティ","再構成リスク群","PG-ソフトコモディティ","証拠不足","証拠不足","証拠不足","プラットフォーム確認済み・銘柄単位は未確認","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","","","","","N/ATR;現在価格;契約倍率;ティックサイズ;最小数量;当初証拠金;維持証拠金;手数料;スプレッド;データ費用;銘柄単位の日本居住者利用可否","EVD-P04-0001;EVD-P04-0002","不適格確定ではなく、重要数値と利用可否の証拠が不足しているため保留","P06-v0.1-日本語再構成","2026-08-02","2026-08-02T15:44:17.6495541+09:00","実行可能性・資金Gate分析者","日本語化時に再構成。公式証拠で再確認が必要"
"GTE-P06-20260802-0001","CAN-EXP-REBUILT-070-JP095-IBSJ","EXP-REBUILT-070","CLU-EXP-REBUILT-070","VEH-JP095","JP095","CFE","Interactive Brokers Securities Japan Inc.","ボラティリティ","再構成リスク群","PG-ボラティリティ","証拠不足","証拠不足","証拠不足","プラットフォーム確認済み・銘柄単位は未確認","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","","","","","N/ATR;現在価格;契約倍率;ティックサイズ;最小数量;当初証拠金;維持証拠金;手数料;スプレッド;データ費用;銘柄単位の日本居住者利用可否","EVD-P04-0001;EVD-P04-0002","不適格確定ではなく、重要数値と利用可否の証拠が不足しているため保留","P06-v0.1-日本語再構成","2026-08-02","2026-08-02T15:44:17.6495541+09:00","実行可能性・資金Gate分析者","日本語化時に再構成。公式証拠で再確認が必要"
"GTE-P06-20260802-0001","CAN-EXP-REBUILT-071-JP096-IBSJ","EXP-REBUILT-071","CLU-EXP-REBUILT-071","VEH-JP096","JP096","NASDAQ","Interactive Brokers Securities Japan Inc.","不動産","再構成リスク群","PG-不動産","証拠不足","証拠不足","証拠不足","プラットフォーム確認済み・銘柄単位は未確認","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","","","","","N/ATR;現在価格;契約倍率;ティックサイズ;最小数量;当初証拠金;維持証拠金;手数料;スプレッド;データ費用;銘柄単位の日本居住者利用可否","EVD-P04-0001;EVD-P04-0002","不適格確定ではなく、重要数値と利用可否の証拠が不足しているため保留","P06-v0.1-日本語再構成","2026-08-02","2026-08-02T15:44:17.6495541+09:00","実行可能性・資金Gate分析者","日本語化時に再構成。公式証拠で再確認が必要"
"GTE-P06-20260802-0001","CAN-EXP-REBUILT-072-JP097-IBSJ","EXP-REBUILT-072","CLU-EXP-REBUILT-072","VEH-JP097","JP097","CME","Interactive Brokers Securities Japan Inc.","株価指数","再構成リスク群","PG-株価指数","証拠不足","証拠不足","証拠不足","プラットフォーム確認済み・銘柄単位は未確認","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","","","","","N/ATR;現在価格;契約倍率;ティックサイズ;最小数量;当初証拠金;維持証拠金;手数料;スプレッド;データ費用;銘柄単位の日本居住者利用可否","EVD-P04-0001;EVD-P04-0002","不適格確定ではなく、重要数値と利用可否の証拠が不足しているため保留","P06-v0.1-日本語再構成","2026-08-02","2026-08-02T15:44:17.6495541+09:00","実行可能性・資金Gate分析者","日本語化時に再構成。公式証拠で再確認が必要"
"GTE-P06-20260802-0001","CAN-EXP-REBUILT-073-JP098-IBSJ","EXP-REBUILT-073","CLU-EXP-REBUILT-073","VEH-JP098","JP098","CBOT","Interactive Brokers Securities Japan Inc.","金利・債券","再構成リスク群","PG-金利・債券","証拠不足","証拠不足","証拠不足","プラットフォーム確認済み・銘柄単位は未確認","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","","","","","N/ATR;現在価格;契約倍率;ティックサイズ;最小数量;当初証拠金;維持証拠金;手数料;スプレッド;データ費用;銘柄単位の日本居住者利用可否","EVD-P04-0001;EVD-P04-0002","不適格確定ではなく、重要数値と利用可否の証拠が不足しているため保留","P06-v0.1-日本語再構成","2026-08-02","2026-08-02T15:44:17.6495541+09:00","実行可能性・資金Gate分析者","日本語化時に再構成。公式証拠で再確認が必要"
"GTE-P06-20260802-0001","CAN-EXP-REBUILT-074-JP099-IBSJ","EXP-REBUILT-074","CLU-EXP-REBUILT-074","VEH-JP099","JP099","NYMEX","Interactive Brokers Securities Japan Inc.","為替","再構成リスク群","PG-為替","証拠不足","証拠不足","証拠不足","プラットフォーム確認済み・銘柄単位は未確認","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","","","","","N/ATR;現在価格;契約倍率;ティックサイズ;最小数量;当初証拠金;維持証拠金;手数料;スプレッド;データ費用;銘柄単位の日本居住者利用可否","EVD-P04-0001;EVD-P04-0002","不適格確定ではなく、重要数値と利用可否の証拠が不足しているため保留","P06-v0.1-日本語再構成","2026-08-02","2026-08-02T15:44:17.6495541+09:00","実行可能性・資金Gate分析者","日本語化時に再構成。公式証拠で再確認が必要"
"GTE-P06-20260802-0001","CAN-EXP-REBUILT-075-JP100-IBSJ","EXP-REBUILT-075","CLU-EXP-REBUILT-075","VEH-JP100","JP100","COMEX","Interactive Brokers Securities Japan Inc.","エネルギー","再構成リスク群","PG-エネルギー","証拠不足","証拠不足","証拠不足","プラットフォーム確認済み・銘柄単位は未確認","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","","","","","N/ATR;現在価格;契約倍率;ティックサイズ;最小数量;当初証拠金;維持証拠金;手数料;スプレッド;データ費用;銘柄単位の日本居住者利用可否","EVD-P04-0001;EVD-P04-0002","不適格確定ではなく、重要数値と利用可否の証拠が不足しているため保留","P06-v0.1-日本語再構成","2026-08-02","2026-08-02T15:44:17.6495541+09:00","実行可能性・資金Gate分析者","日本語化時に再構成。公式証拠で再確認が必要"
"GTE-P06-20260802-0001","CAN-EXP-REBUILT-076-JP101-IBSJ","EXP-REBUILT-076","CLU-EXP-REBUILT-076","VEH-JP101","JP101","ICEUS","Interactive Brokers Securities Japan Inc.","環境・電力","再構成リスク群","PG-環境・電力","証拠不足","証拠不足","証拠不足","プラットフォーム確認済み・銘柄単位は未確認","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","","","","","N/ATR;現在価格;契約倍率;ティックサイズ;最小数量;当初証拠金;維持証拠金;手数料;スプレッド;データ費用;銘柄単位の日本居住者利用可否","EVD-P04-0001;EVD-P04-0002","不適格確定ではなく、重要数値と利用可否の証拠が不足しているため保留","P06-v0.1-日本語再構成","2026-08-02","2026-08-02T15:44:17.6495541+09:00","実行可能性・資金Gate分析者","日本語化時に再構成。公式証拠で再確認が必要"
"GTE-P06-20260802-0001","CAN-EXP-REBUILT-077-JP102-IBSJ","EXP-REBUILT-077","CLU-EXP-REBUILT-077","VEH-JP102","JP102","ICEEU","Interactive Brokers Securities Japan Inc.","金属","再構成リスク群","PG-金属","証拠不足","証拠不足","証拠不足","プラットフォーム確認済み・銘柄単位は未確認","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","","","","","N/ATR;現在価格;契約倍率;ティックサイズ;最小数量;当初証拠金;維持証拠金;手数料;スプレッド;データ費用;銘柄単位の日本居住者利用可否","EVD-P04-0001;EVD-P04-0002","不適格確定ではなく、重要数値と利用可否の証拠が不足しているため保留","P06-v0.1-日本語再構成","2026-08-02","2026-08-02T15:44:17.6495541+09:00","実行可能性・資金Gate分析者","日本語化時に再構成。公式証拠で再確認が必要"
"GTE-P06-20260802-0001","CAN-EXP-REBUILT-078-JP103-IBSJ","EXP-REBUILT-078","CLU-EXP-REBUILT-078","VEH-JP103","JP103","OSE","Interactive Brokers Securities Japan Inc.","穀物・油糧種子","再構成リスク群","PG-穀物・油糧種子","証拠不足","証拠不足","証拠不足","プラットフォーム確認済み・銘柄単位は未確認","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","","","","","N/ATR;現在価格;契約倍率;ティックサイズ;最小数量;当初証拠金;維持証拠金;手数料;スプレッド;データ費用;銘柄単位の日本居住者利用可否","EVD-P04-0001;EVD-P04-0002","不適格確定ではなく、重要数値と利用可否の証拠が不足しているため保留","P06-v0.1-日本語再構成","2026-08-02","2026-08-02T15:44:17.6495541+09:00","実行可能性・資金Gate分析者","日本語化時に再構成。公式証拠で再確認が必要"
"GTE-P06-20260802-0001","CAN-EXP-REBUILT-079-JP104-IBSJ","EXP-REBUILT-079","CLU-EXP-REBUILT-079","VEH-JP104","JP104","TOCOM","Interactive Brokers Securities Japan Inc.","畜産","再構成リスク群","PG-畜産","証拠不足","証拠不足","証拠不足","プラットフォーム確認済み・銘柄単位は未確認","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","","","","","N/ATR;現在価格;契約倍率;ティックサイズ;最小数量;当初証拠金;維持証拠金;手数料;スプレッド;データ費用;銘柄単位の日本居住者利用可否","EVD-P04-0001;EVD-P04-0002","不適格確定ではなく、重要数値と利用可否の証拠が不足しているため保留","P06-v0.1-日本語再構成","2026-08-02","2026-08-02T15:44:17.6495541+09:00","実行可能性・資金Gate分析者","日本語化時に再構成。公式証拠で再確認が必要"
"GTE-P06-20260802-0001","CAN-EXP-REBUILT-080-JP105-IBSJ","EXP-REBUILT-080","CLU-EXP-REBUILT-080","VEH-JP105","JP105","EUREX","Interactive Brokers Securities Japan Inc.","暗号資産","再構成リスク群","PG-暗号資産","証拠不足","証拠不足","証拠不足","プラットフォーム確認済み・銘柄単位は未確認","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","","","","","N/ATR;現在価格;契約倍率;ティックサイズ;最小数量;当初証拠金;維持証拠金;手数料;スプレッド;データ費用;銘柄単位の日本居住者利用可否","EVD-P04-0001;EVD-P04-0002","不適格確定ではなく、重要数値と利用可否の証拠が不足しているため保留","P06-v0.1-日本語再構成","2026-08-02","2026-08-02T15:44:17.6495541+09:00","実行可能性・資金Gate分析者","日本語化時に再構成。公式証拠で再確認が必要"
"GTE-P06-20260802-0001","CAN-EXP-REBUILT-081-JP106-IBSJ","EXP-REBUILT-081","CLU-EXP-REBUILT-081","VEH-JP106","JP106","SGX","Interactive Brokers Securities Japan Inc.","ソフトコモディティ","再構成リスク群","PG-ソフトコモディティ","証拠不足","証拠不足","証拠不足","プラットフォーム確認済み・銘柄単位は未確認","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","","","","","N/ATR;現在価格;契約倍率;ティックサイズ;最小数量;当初証拠金;維持証拠金;手数料;スプレッド;データ費用;銘柄単位の日本居住者利用可否","EVD-P04-0001;EVD-P04-0002","不適格確定ではなく、重要数値と利用可否の証拠が不足しているため保留","P06-v0.1-日本語再構成","2026-08-02","2026-08-02T15:44:17.6495541+09:00","実行可能性・資金Gate分析者","日本語化時に再構成。公式証拠で再確認が必要"
"GTE-P06-20260802-0001","CAN-EXP-REBUILT-082-JP107-IBSJ","EXP-REBUILT-082","CLU-EXP-REBUILT-082","VEH-JP107","JP107","CFE","Interactive Brokers Securities Japan Inc.","ボラティリティ","再構成リスク群","PG-ボラティリティ","証拠不足","証拠不足","証拠不足","プラットフォーム確認済み・銘柄単位は未確認","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","","","","","N/ATR;現在価格;契約倍率;ティックサイズ;最小数量;当初証拠金;維持証拠金;手数料;スプレッド;データ費用;銘柄単位の日本居住者利用可否","EVD-P04-0001;EVD-P04-0002","不適格確定ではなく、重要数値と利用可否の証拠が不足しているため保留","P06-v0.1-日本語再構成","2026-08-02","2026-08-02T15:44:17.6495541+09:00","実行可能性・資金Gate分析者","日本語化時に再構成。公式証拠で再確認が必要"
"GTE-P06-20260802-0001","CAN-EXP-REBUILT-083-JP108-IBSJ","EXP-REBUILT-083","CLU-EXP-REBUILT-083","VEH-JP108","JP108","NASDAQ","Interactive Brokers Securities Japan Inc.","不動産","再構成リスク群","PG-不動産","証拠不足","証拠不足","証拠不足","プラットフォーム確認済み・銘柄単位は未確認","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","","","","","N/ATR;現在価格;契約倍率;ティックサイズ;最小数量;当初証拠金;維持証拠金;手数料;スプレッド;データ費用;銘柄単位の日本居住者利用可否","EVD-P04-0001;EVD-P04-0002","不適格確定ではなく、重要数値と利用可否の証拠が不足しているため保留","P06-v0.1-日本語再構成","2026-08-02","2026-08-02T15:44:17.6495541+09:00","実行可能性・資金Gate分析者","日本語化時に再構成。公式証拠で再確認が必要"
"GTE-P06-20260802-0001","CAN-EXP-REBUILT-084-JP109-IBSJ","EXP-REBUILT-084","CLU-EXP-REBUILT-084","VEH-JP109","JP109","CME","Interactive Brokers Securities Japan Inc.","株価指数","再構成リスク群","PG-株価指数","証拠不足","証拠不足","証拠不足","プラットフォーム確認済み・銘柄単位は未確認","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","","","","","N/ATR;現在価格;契約倍率;ティックサイズ;最小数量;当初証拠金;維持証拠金;手数料;スプレッド;データ費用;銘柄単位の日本居住者利用可否","EVD-P04-0001;EVD-P04-0002","不適格確定ではなく、重要数値と利用可否の証拠が不足しているため保留","P06-v0.1-日本語再構成","2026-08-02","2026-08-02T15:44:17.6495541+09:00","実行可能性・資金Gate分析者","日本語化時に再構成。公式証拠で再確認が必要"
"GTE-P06-20260802-0001","CAN-EXP-REBUILT-085-JP110-IBSJ","EXP-REBUILT-085","CLU-EXP-REBUILT-085","VEH-JP110","JP110","CBOT","Interactive Brokers Securities Japan Inc.","金利・債券","再構成リスク群","PG-金利・債券","証拠不足","証拠不足","証拠不足","プラットフォーム確認済み・銘柄単位は未確認","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","","","","","N/ATR;現在価格;契約倍率;ティックサイズ;最小数量;当初証拠金;維持証拠金;手数料;スプレッド;データ費用;銘柄単位の日本居住者利用可否","EVD-P04-0001;EVD-P04-0002","不適格確定ではなく、重要数値と利用可否の証拠が不足しているため保留","P06-v0.1-日本語再構成","2026-08-02","2026-08-02T15:44:17.6495541+09:00","実行可能性・資金Gate分析者","日本語化時に再構成。公式証拠で再確認が必要"
"GTE-P06-20260802-0001","CAN-EXP-REBUILT-086-JP111-IBSJ","EXP-REBUILT-086","CLU-EXP-REBUILT-086","VEH-JP111","JP111","NYMEX","Interactive Brokers Securities Japan Inc.","為替","再構成リスク群","PG-為替","証拠不足","証拠不足","証拠不足","プラットフォーム確認済み・銘柄単位は未確認","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","","","","","N/ATR;現在価格;契約倍率;ティックサイズ;最小数量;当初証拠金;維持証拠金;手数料;スプレッド;データ費用;銘柄単位の日本居住者利用可否","EVD-P04-0001;EVD-P04-0002","不適格確定ではなく、重要数値と利用可否の証拠が不足しているため保留","P06-v0.1-日本語再構成","2026-08-02","2026-08-02T15:44:17.6495541+09:00","実行可能性・資金Gate分析者","日本語化時に再構成。公式証拠で再確認が必要"
"GTE-P06-20260802-0001","CAN-EXP-REBUILT-087-JP112-IBSJ","EXP-REBUILT-087","CLU-EXP-REBUILT-087","VEH-JP112","JP112","COMEX","Interactive Brokers Securities Japan Inc.","エネルギー","再構成リスク群","PG-エネルギー","証拠不足","証拠不足","証拠不足","プラットフォーム確認済み・銘柄単位は未確認","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","","","","","N/ATR;現在価格;契約倍率;ティックサイズ;最小数量;当初証拠金;維持証拠金;手数料;スプレッド;データ費用;銘柄単位の日本居住者利用可否","EVD-P04-0001;EVD-P04-0002","不適格確定ではなく、重要数値と利用可否の証拠が不足しているため保留","P06-v0.1-日本語再構成","2026-08-02","2026-08-02T15:44:17.6495541+09:00","実行可能性・資金Gate分析者","日本語化時に再構成。公式証拠で再確認が必要"
"GTE-P06-20260802-0001","CAN-EXP-REBUILT-088-JP113-IBSJ","EXP-REBUILT-088","CLU-EXP-REBUILT-088","VEH-JP113","JP113","ICEUS","Interactive Brokers Securities Japan Inc.","環境・電力","再構成リスク群","PG-環境・電力","証拠不足","証拠不足","証拠不足","プラットフォーム確認済み・銘柄単位は未確認","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","","","","","N/ATR;現在価格;契約倍率;ティックサイズ;最小数量;当初証拠金;維持証拠金;手数料;スプレッド;データ費用;銘柄単位の日本居住者利用可否","EVD-P04-0001;EVD-P04-0002","不適格確定ではなく、重要数値と利用可否の証拠が不足しているため保留","P06-v0.1-日本語再構成","2026-08-02","2026-08-02T15:44:17.6495541+09:00","実行可能性・資金Gate分析者","日本語化時に再構成。公式証拠で再確認が必要"
"GTE-P06-20260802-0001","CAN-EXP-REBUILT-089-JP114-IBSJ","EXP-REBUILT-089","CLU-EXP-REBUILT-089","VEH-JP114","JP114","ICEEU","Interactive Brokers Securities Japan Inc.","金属","再構成リスク群","PG-金属","証拠不足","証拠不足","証拠不足","プラットフォーム確認済み・銘柄単位は未確認","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","","","","","N/ATR;現在価格;契約倍率;ティックサイズ;最小数量;当初証拠金;維持証拠金;手数料;スプレッド;データ費用;銘柄単位の日本居住者利用可否","EVD-P04-0001;EVD-P04-0002","不適格確定ではなく、重要数値と利用可否の証拠が不足しているため保留","P06-v0.1-日本語再構成","2026-08-02","2026-08-02T15:44:17.6495541+09:00","実行可能性・資金Gate分析者","日本語化時に再構成。公式証拠で再確認が必要"
"GTE-P06-20260802-0001","CAN-EXP-REBUILT-090-JP115-IBSJ","EXP-REBUILT-090","CLU-EXP-REBUILT-090","VEH-JP115","JP115","OSE","Interactive Brokers Securities Japan Inc.","穀物・油糧種子","再構成リスク群","PG-穀物・油糧種子","証拠不足","証拠不足","証拠不足","プラットフォーム確認済み・銘柄単位は未確認","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","","","","","N/ATR;現在価格;契約倍率;ティックサイズ;最小数量;当初証拠金;維持証拠金;手数料;スプレッド;データ費用;銘柄単位の日本居住者利用可否","EVD-P04-0001;EVD-P04-0002","不適格確定ではなく、重要数値と利用可否の証拠が不足しているため保留","P06-v0.1-日本語再構成","2026-08-02","2026-08-02T15:44:17.6495541+09:00","実行可能性・資金Gate分析者","日本語化時に再構成。公式証拠で再確認が必要"
"GTE-P06-20260802-0001","CAN-EXP-REBUILT-091-JP116-IBSJ","EXP-REBUILT-091","CLU-EXP-REBUILT-091","VEH-JP116","JP116","TOCOM","Interactive Brokers Securities Japan Inc.","畜産","再構成リスク群","PG-畜産","証拠不足","証拠不足","証拠不足","プラットフォーム確認済み・銘柄単位は未確認","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","","","","","N/ATR;現在価格;契約倍率;ティックサイズ;最小数量;当初証拠金;維持証拠金;手数料;スプレッド;データ費用;銘柄単位の日本居住者利用可否","EVD-P04-0001;EVD-P04-0002","不適格確定ではなく、重要数値と利用可否の証拠が不足しているため保留","P06-v0.1-日本語再構成","2026-08-02","2026-08-02T15:44:17.6495541+09:00","実行可能性・資金Gate分析者","日本語化時に再構成。公式証拠で再確認が必要"
"GTE-P06-20260802-0001","CAN-EXP-REBUILT-092-JP117-IBSJ","EXP-REBUILT-092","CLU-EXP-REBUILT-092","VEH-JP117","JP117","EUREX","Interactive Brokers Securities Japan Inc.","暗号資産","再構成リスク群","PG-暗号資産","証拠不足","証拠不足","証拠不足","プラットフォーム確認済み・銘柄単位は未確認","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","","","","","N/ATR;現在価格;契約倍率;ティックサイズ;最小数量;当初証拠金;維持証拠金;手数料;スプレッド;データ費用;銘柄単位の日本居住者利用可否","EVD-P04-0001;EVD-P04-0002","不適格確定ではなく、重要数値と利用可否の証拠が不足しているため保留","P06-v0.1-日本語再構成","2026-08-02","2026-08-02T15:44:17.6495541+09:00","実行可能性・資金Gate分析者","日本語化時に再構成。公式証拠で再確認が必要"
"GTE-P06-20260802-0001","CAN-EXP-REBUILT-093-JP118-IBSJ","EXP-REBUILT-093","CLU-EXP-REBUILT-093","VEH-JP118","JP118","SGX","Interactive Brokers Securities Japan Inc.","ソフトコモディティ","再構成リスク群","PG-ソフトコモディティ","証拠不足","証拠不足","証拠不足","プラットフォーム確認済み・銘柄単位は未確認","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","","","","","N/ATR;現在価格;契約倍率;ティックサイズ;最小数量;当初証拠金;維持証拠金;手数料;スプレッド;データ費用;銘柄単位の日本居住者利用可否","EVD-P04-0001;EVD-P04-0002","不適格確定ではなく、重要数値と利用可否の証拠が不足しているため保留","P06-v0.1-日本語再構成","2026-08-02","2026-08-02T15:44:17.6495541+09:00","実行可能性・資金Gate分析者","日本語化時に再構成。公式証拠で再確認が必要"
